PLAYER_ID,PLAYER_NAME,Pos,Age,GP,MIN,FG_PCT,FG3_PCT,FT_PCT,OREB,DREB,AST,TOV,STL,BLK,PTS,PLUS_MINUS,WS/48,BPM,VORP,PER,SALARY
1630530,Trey Murphy III,SF,0.2,0.675,0.783,0.593,0.38,0.815,0.152,0.416,0.202,0.136,0.429,0.139,0.427,0.815,0.591,0.434,0.293,0.48,3359280
202684,Tristan Thompson,C,0.65,0.578,0.289,0.821,0.0,0.288,0.326,0.208,0.092,0.136,0.095,0.083,0.095,0.588,0.563,0.38,0.146,0.448,2019706
1641774,Tristan Vukcevic,C,0.05,0.108,0.398,0.58,0.278,0.773,0.13,0.297,0.119,0.227,0.238,0.194,0.245,0.75,0.504,0.35,0.13,0.448,2424892
1628972,Troy Brown Jr.,SF,0.25,0.699,0.364,0.498,0.333,0.865,0.087,0.198,0.092,0.114,0.19,0.028,0.121,0.5,0.506,0.363,0.13,0.381,4000000
1629660,Ty Jerome,SG,0.35,0.012,0.187,0.669,0.0,0.0,0.109,0.0,0.138,0.114,0.0,0.0,0.058,0.278,0.5,0.331,0.138,0.365,2439025
1631102,TyTy Washington Jr.,PG,0.15,0.12,0.126,0.402,0.333,0.0,0.022,0.04,0.046,0.045,0.143,0.0,0.037,0.546,0.41,0.286,0.13,0.325,2320440
1629639,Tyler Herro,SG,0.25,0.494,0.885,0.59,0.396,0.856,0.109,0.475,0.413,0.5,0.333,0.028,0.599,0.634,0.522,0.411,0.22,0.472,27000000
1630169,Tyrese Haliburton,PG,0.2,0.819,0.85,0.639,0.364,0.855,0.109,0.337,1.0,0.523,0.571,0.194,0.579,0.801,0.624,0.495,0.545,0.573,5808435
1630178,Tyrese Maxey,PG,0.2,0.831,0.992,0.602,0.373,0.868,0.109,0.317,0.569,0.386,0.476,0.139,0.746,0.801,0.586,0.442,0.415,0.527,4343920
1626145,Tyus Jones,PG,0.4,0.783,0.773,0.655,0.414,0.8,0.065,0.238,0.67,0.227,0.524,0.083,0.346,0.255,0.558,0.409,0.244,0.483,14000000
1628962,Udoka Azubuike,C,0.25,0.181,0.179,0.932,0.0,0.231,0.152,0.129,0.018,0.068,0.048,0.111,0.063,0.463,0.548,0.355,0.138,0.427,
1630586,Usman Garuba,PF,0.1,0.06,0.07,0.224,0.0,0.5,0.109,0.069,0.018,0.068,0.095,0.139,0.014,0.519,0.369,0.248,0.138,0.357,2600008
203995,Vasilije Micic,PG,0.55,0.711,0.513,0.576,0.279,0.813,0.043,0.119,0.404,0.386,0.238,0.028,0.202,0.546,0.48,0.336,0.073,0.406,7723000
1641705,Victor Wembanyama,C,0.05,0.843,0.783,0.622,0.325,0.796,0.5,0.832,0.358,0.841,0.571,1.0,0.617,0.509,0.536,0.472,0.447,0.57,12160680
1631246,Vince Williams Jr.,SG,0.2,0.614,0.727,0.597,0.378,0.8,0.239,0.436,0.312,0.409,0.429,0.194,0.288,0.519,0.542,0.39,0.179,0.434,2232308
1630249,Vit Krejci,PG,0.2,0.253,0.647,0.656,0.412,0.833,0.109,0.188,0.211,0.205,0.286,0.083,0.176,0.602,0.513,0.348,0.122,0.375,
1631117,Walker Kessler,C,0.15,0.759,0.612,0.876,0.211,0.602,0.565,0.485,0.083,0.227,0.238,0.667,0.233,0.495,0.573,0.412,0.228,0.503,2831160
1628976,Wendell Carter Jr.,C,0.25,0.651,0.674,0.703,0.374,0.694,0.435,0.485,0.156,0.273,0.286,0.139,0.317,0.644,0.587,0.412,0.22,0.475,13050000
1631111,Wendell Moore Jr.,SG,0.15,0.289,0.07,0.669,0.0,0.0,0.0,0.05,0.018,0.045,0.095,0.0,0.02,0.593,0.51,0.361,0.138,0.378,2421720
1629117,Wenyen Gabriel,PF,0.35,0.048,0.422,0.487,0.167,0.0,0.304,0.356,0.055,0.364,0.19,0.111,0.098,0.454,0.37,0.226,0.122,0.294,
202083,Wesley Matthews,SG,0.9,0.422,0.297,0.47,0.348,0.75,0.065,0.119,0.055,0.045,0.19,0.083,0.089,0.514,0.507,0.361,0.13,0.373,2019706
1629875,Xavier Moon,SG,0.5,0.157,0.217,0.436,0.118,0.5,0.13,0.069,0.138,0.091,0.095,0.056,0.069,0.481,0.447,0.315,0.13,0.371,
1629139,Yuta Watanabe,SF,0.5,0.398,0.356,0.473,0.294,0.588,0.065,0.129,0.037,0.136,0.19,0.056,0.098,0.514,0.461,0.311,0.098,0.326,2346614
